clob_token_ids                                                                                                                                                           , cosine_similarity
"[""54683918395285218242154486097975094247311771681306620842955201199347227560316"",""93242753185600541940629991326507039905238964087791716041955507471171232152881""]"  , 1.0
"[""1392410276241558895170046711665006919836562823224803680698795928242417982735"",""26047893307115701030339044331279642157317008799751494707064705830621544161234""]"   , 1.0
"[""65572553957974162720266895822584213678027747609322437193492482509621073910869"",""69885566693658442573984143140931219515635046808768355522082412489943042808897""]"  , 1.0
"[""76419687999676909141959965537125542123428095649759940585169549698779656868744"",""50743616585208691654466060793847189970705932814273706636826788512936894371656""]"  , 1.0
"[""34914084499338340703893043515733081691189506455850739325273268392987246939324"",""40709496250750611175411792494588640362683533537728823079623994531586748565220""]"  , 1.0
"[""89399296058082802849637265880462852921510982613019570700598879554887149139762"",""24363275266089775305424843015532890390275785659687191694023230547125544911803""]"  , 1.0
"[""12668390728546664562591096503585520540809771817912759179044387646050235405928"",""97753848768374060999337901528962238014065821426341113231597534959461731339133""]"  , 1.0
"[""90438836256571410927299008367228796312209722771624666597034907143954367060240"",""90218845846153365380863189597931280535650997637137753229555191267606212456241""]"  , 1.0
"[""108230243496498344855407302843123554399616537057761543327780472018667198839068"",""111369203211028727321456260421528238448769346191696860171769554446474401287060""]", 1.0
"[""37713776886536763857380242322222367371582682723176215910322979366716585040762"",""73315402478592033419410800462117761305061445591650606177401306137873754076531""]"  , 1.0
"[""56412855186822728853119072474894085602768054645914780515455268260878947887549"",""39049577873362247817711656638643392635820329555236888904811804977227873779971""]"  , 1.0
"[""89624669145341997724697326849445716755183665898947701894080018635919612252707"",""66439326791754631222128498834722529254569967665962764508265153666276400777966""]"  , 1.0
"[""62377650660175430184575321355603581384424839385693705300992070114964919683845"",""99655040067292753693448676958121989757561886043736853458079391478756360529457""]"  , 1.0
"[""105627504566569706748610029122703529394729331390957077331824112641486910010161"",""833133970004871164480575615468009863526227209873445121157595262125659871820""]"   , 1.0
"[""15394416147421266264002744586901575755411758481406494583013250092373628427765"",""51652121934144824562853249102089070841475746480599657498165556956159317976766""]"  , 1.0
"[""10750997471908598562514411969554157596465059745769943341362824315243580377116"",""62299570834003834920520020470738659357768540384959250342968479321265112764664""]"  , 1.0
"[""106446804142822856909456712516050968287728263341329924913008459244064245181608"",""105728801462246018106841070340476781150433351186716389333116738721229102852693""]", 1.0
"[""72612350161635310858699746744664698071678470215569392949055290671799482750173"",""44228841638106976312311756070964931486206207912533799720886034328840862003816""]"  , 1.0
"[""23243487444956959885535301419786787791218675785513044513046312975446911578713"",""27981071375617368337708490679889122076396948738480116081138487638151270957765""]"  , 1.0
"[""71547572456937213989007089427188853117815317606685045433579261770964952182308"",""56973805965726914384691503661073838249680945946946066009050166706481069258537""]"  , 1.0
"[""13278443981418985302116823794751942747516190107446009911143426402863687470127"",""35453446494954669727391179421215158696079986575205656692876790390540762254549""]"  , 1.0
"[""9273056014077248525737106426866852410841224250259842453481519298611852217348"",""70648508043777497410819489556436841786158428513370941466618831682337797647773""]"   , 1.0
"[""4835507014992300277959685271181290188701411543195603584888475156296621379165"",""84894400428625071047950881215661639722391493961642605510730968213782585346476""]"   , 1.0
"[""85804162766623143925505734230172858069182216823432975004068744981960196178654"",""49239140918310767223444991912589745623733600833074841034372506147761792339067""]"  , 1.0
"[""57072421827554294140721361338343029545070199210958375988932007732626623305617"",""86416905792050153858741450992843115075721076916569244288472661364377268335766""]"  , 1.0
"[""91391435832155617612019982139435697661029161851437556799916148343508709382987"",""98793860786103429461036512093518407124361882646235919543546522571597697238170""]"  , 1.0
"[""103572160941197360900419917573086716527751112441366358755475598989264153655130"",""32917251137516319276142553211811111790348422685366643517829612923246196241028""]" , 1.0
"[""87725551185270618291722253233951821932371187994043126950008311468794742299797"",""91449905075128391435919444408745642086656529220300896540428976055571499433207""]"  , 1.0
"[""77270528565096170942681034240505559337789074144984119599775969697184701632928"",""102920914930660490415916907830924641384239639058805608788898967538952422506889""]" , 1.0
"[""92766935796166214397022548007993643468606651430020985430987394684946156700742"",""7042007033865268562879755746411238079752844334570914953464426152051941798427""]"   , 1.0
"[""59939035253890737313662392855404033115071509808895043268791683372945492189698"",""62983868010790551021070122254942717665749210582551059561319329587880588086976""]"  , 1.0
"[""3535025439604955832684070719622409685476325682880146770888196381093172084442"",""53694288847812843429889386645751299716736462432779301410194248425039292909321""]"   , 1.0
"[""288881405005644701938669382130096221659404307173045178355284864479406728774"",""98786507200350983058970704927709072143342854075165614881312244283693737859986""]"    , 1.0
"[""6584875983046678011286869107197719818123093254495444235544680527373303971994"",""78192342236188386087763258420745804515190545117661254581766240746328946228230""]"   , 1.0
"[""85536982652058974823986979466356508190870056386186590614989407474807024168152"",""103891297672805591785307111393909181441675426818680578366382513042263754365404""]" , 1.0
"[""99966949924222162720507977278878437898310303746351043945839836426130741910535"",""5474449024656843765653753084900020851385259548157381184728507868840468482302""]"   , 1.0
"[""102134576754598286649546885868416989707545637875943269439533353198498871476278"",""25477694375136652194507307287289191174255480169248743454219004739780574482398""]" , 1.0
"[""84241107374483193244606511118129186494443849681135554558545774792234903960353"",""82558835789323197481733680122235756483424749365965750477150954147606088637077""]"  , 1.0
"[""97914684524869508391838473493038359705680146825553129245982853665873115044909"",""114721540831876158587790827273198112511894712693799849372687525159582670028292""]" , 1.0
"[""89973293189486756956794882000305756485925969393245738995452375053499323520911"",""94078488902334238096595010175764996751289819669256989840184135079478431702142""]"  , 1.0
"[""69431332427221929906617558332858599082956409597109125750789238381415231660741"",""99199428152560052829042404675015030019740207309667419695907682675901099879082""]"  , 1.0
"[""84371186359433032934344934234365568331165136826770723604045723165294252654116"",""102259996226771440320077466984289476786532881900581701629601873185791982116225""]" , 1.0
"[""5339899814292845593775846980480523063906400681832167807317855849721141409634"",""109773330413820171927933107770672027720250580797223894296311641060141358327893""]"  , 1.0
"[""96980372047003520505526503615842060406979095885695228562228782836801789185916"",""28617457122036672398532934360112430668547860241332409102002142835000588235907""]"  , 1.0
"[""8269172801736629285390967158042572614824221441854000527215508853168947814184"",""85296909466186619384420873638280742750210341125270668587036133637178889005425""]"   , 1.0
"[""113368990090823786016605165429046023379334288984265210939401427850275864268392"",""99493325464878058165702212638597735969099975488609714808060888638132866641381""]" , 1.0
"[""42200861349127624830531769887465625664332564761208067308674538299681162633408"",""22460151591081896030761183713475000773764397313695055999801722869424616239250""]"  , 1.0
"[""67625799020577983875470088976211122179924150484785868040203757896580327864673"",""71355479053091779021701132690292577251235395092599083630200578491244009893586""]"  , 1.0
"[""3923148870870111011261789760917417463979550486151578613478490898499891475496"",""41948042972712182267050684447451101371023018135853224358636628397247859016019""]"   , 1.0
"[""18077660363313004213754531665806100546111276578040101427528804121573299703279"",""67815003370722327961041156025617792404682266983967041100115986388828765990515""]"  , 1.0
"[""88628412725357801969852238315853152041907755032296775468463465337049299853893"",""109032271391509221339029333717041891043884227340434642559043149086824287566768""]" , 1.0
"[""19527325130044660074684336011478717458899906478875219180396447156299505391740"",""109221185828609696152295126285793980024516683390733668492309397849318398468765""]" , 1.0
"[""113775721914358731979638137579752258137123447875996657512004068518320376669224"",""6431017214844719071529892865687247898079997766867991700132073831843261535430""]"  , 1.0
"[""10986108013063722112541718847525294234187960385441756998469502203421948473299"",""82447760633599304276166610217153706499600792258197984832716823442820598392967""]"  , 1.0
"[""13432621903631649165156306037190483686486704889711495381938238490251535633776"",""89360116714270893780179085960124265123732267737169869616840167951096944527305""]"  , 1.0
"[""98075623222143547346037366837071572541450376316433615657989340175250414958486"",""88493018854609170398068504899501067700367542483730464912829188861413472007638""]"  , 1.0
"[""34886074021784978148445826858663770591873724645393953375361449162667734872103"",""22590625188303556982683842229706560543851259050702864298272421132897715146046""]"  , 1.0
"[""6250391442247226330298525065064308908648402896185647255195896585309154272766"",""111168025787449600542830908899401632263625958609450024739599334071374323342442""]"  , 1.0
"[""62003269433640683744291727761785528693342099533191419822618434570267086928393"",""20990029832453924053500813948402010905503514636044959176717493338333769631267""]"  , 1.0
"[""11450408400059654095752682163375174616927289912740528299907491682505834882757"",""31701780224377900346509028138949761304634890925999281900587653803415064749661""]"  , 1.0
"[""106118271685589326812636160176961007010878728261891952476506984528476028145249"",""19630185954595007155306553992473072214721346573404090665535694272597216393906""]" , 1.0
"[""25606522774893959736045763151595381737278418490862594684827826612970734165778"",""82922474319281728992031328218556520198589994372858423721126320590951133838371""]"  , 1.0
"[""89691692433810708662044713280560196245651593280559985593960312638148344324296"",""48234106767694705830521871619587028700143463152512886313457017781051803465561""]"  , 1.0
"[""27864379735636967187061174592974985530606192477476602134082994654383977817622"",""99427340178627001596249525275526063930070347555316661969816068920551832004909""]"  , 1.0
"[""98533340650340151055858210214498969967462170000657407829633743183238896087456"",""86746373001655437646455833103379273668271009789768201797953922809057924766586""]"  , 1.0
"[""83772236231104306836754599890295414817047560410380925946355605231115771621017"",""23845554936319009715186484560018543108651594834702697530673475407137141197932""]"  , 1.0
"[""112876813940775838985582641130448954435303590576774760274731014125978645124676"",""36061938192678248985354904225895392778162626073423259693907563475776493805243""]" , 1.0
"[""29605412168491604224400515758812221296055736048328687013279325446908697782986"",""64730959890689760518221048357055895281768332259862787128909604306702942861965""]"  , 1.0
"[""8841508247493149090572045971327991291897288425911692193387659098920616934960"",""5206236671908770956533322859581263525961893951235820324690244172816002300176""]"    , 1.0
"[""70028221582838046561445868277002018252780286287731811276738642910841587382392"",""13473104021860440271082649384805301139210638677720036969708950044144219799268""]"  , 1.0
"[""21548267063852344197294411394442203429665465067575113504945752859692538216489"",""2303465978890391870026436364182166843171422434239795876553072163138980816397""]"   , 1.0
"[""108558721460657856931164500269543846812498772937130524933036124977877392070575"",""68984052105422651419562141854742199065969997437126650041092515850170302805067""]" , 1.0
"[""34139372490421656658764743748855070175691399946264775613546219286350462486003"",""49492947370491747308083712952332405856024111775528103177793583401520316153938""]"  , 1.0
"[""111701950417305141513997863408442982759352929259590852621473333625180353072857"",""83228401122213155718451217534277093345493327933144801707341676181256461972846""]" , 1.0
"[""34253026330636554399852514066550450276013246568444914274205167845651811464790"",""74626051770002298735291083534596320297633718750143523873443080158440351160675""]"  , 1.0
"[""13055152962610574593867994764467771836800261376951918221710397856946000291756"",""72618202774094269521872135869384009717566047420734958044658172320599961066775""]"  , 1.0
"[""4103584660849016261926899759260907804965204571034760636435809850834353581497"",""53151011326408290509443303941312491470892640406411543784313501731716182355871""]"   , 0.9999999999999994
"[""35032655183130812673570952719969467635956698944748396282601004870737609580612"",""91858091952465373327330554200282065876579284773133287865980298779420218080925""]"  , 1.0
"[""18437570836798015508413588163545824725618221508204528541518274807911968426256"",""2822597212294683709377210936675099388306806247992179496447231194913755062404""]"   , 0.9999999999999998
"[""57042034049005848559977466041602099612634118358272974129997354272684145047793"",""23874645243575764208526651218082973092836882796222141904845803575226764206411""]"  , 1.0
"[""56456803387650397845761837417809147583449071152814172522951904487087521090322"",""64523872069222310376176878209842081397064012149720732920739116468100201100500""]"  , 1.0
"[""74500083728733584148299358961366660865158287035584890847432809281060790985243"",""25849494491520025004325601421985442513414260041923434930688729800422032150147""]"  , 1.0
"[""92630754815153019913281002984440535410880277334175699573101680610900343162129"",""61103528961204428436449017288801738534045263541274574470094065985785029924455""]"  , 1.0
"[""59007735809419567406818128965357322201263386348705659746338440669272269771439"",""49331057809922116188753559442111718668872440082203031477967708760908895919338""]"  , 1.0
"[""91464516107556165907566387619157396733019262339196802152206657889196699256450"",""25945415793931624559794421130954173506522916582203134613102786444988212496867""]"  , 1.0
"[""96778993542273611384637311499081700062825144626170214374801025348770797572532"",""100472508023081440560680031809444924589131301345606759263347656652296915854670""]" , 1.0
"[""50243762671512851167282517271037976718384543563492030616749604530990728402798"",""106437503449869126798318748561947971415320337579430634156444932448976881130687""]" , 1.0
"[""31366905060250352809933074814832465062746377846325454298457938183906229951978"",""58313658732966216375348509995594475587541642658522212146544390950518831262677""]"  , 1.0
"[""16452855558136653776561048576768137577528096989756809438471103880971273573161"",""107331660375502705357117385329474376336418685911490580766538280226777407259357""]" , 1.0
"[""88830008994939255030108226010888813127369861666100484617000813260227025912888"",""68640431911214316867430994968635027974911125987558780921553956425356957260157""]"  , 1.0
"[""71309235606705427471164237240934647738660821324581969500721476070843942340004"",""27410837348419791135166490910686797212346907507240863707906587999545656096009""]"  , 1.0
"[""4706104298728283330895721401335363991910630839383072913311253715556150302824"",""78358410652416917074153480147457833026846238321183973347826605475618415914957""]"   , 1.0
"[""64703998724474008677827057135436893758254552168142785204605792475717308499827"",""92827417009887627656279362525317849309821905918650547490799438436173703158107""]"  , 1.0
"[""76647756421777021750296882729097877947244398058587662047702870166960832653622"",""27366653964774546140102997231724638660416990841421465294477604815259121786658""]"  , 1.0
"[""6200507252841835595951008504441149768354972632973075259527756928392759138736"",""112878248181235577893718476117848068375752867388876637354725020175995521912093""]"  , 1.0
"[""78299862190151688660680397893688466572696604800286917240516494924076147885439"",""41096463624503861532466033221737024440959770389240094367827254704799007044828""]"  , 1.0
"[""13489012588233322368311367883402374394605806123068707609937025667605598991327"",""90345128748583198863370606568494221504139539681370131445138326065698729118736""]"  , 1.0
"[""8379837610125291150489935717882363132642018085406636296823338050741934312045"",""47515547723528341412543209702937596271927058261167837389261437881238696349436""]"   , 1.0
"[""106149607129123969375875674066349472207365000320829658467476477807489090216657"",""14969516031563090270424765470423878757708232459011022842222939621886930920110""]" , 1.0
"[""9682518067153576122489405729520126083014940106724522567955145436832495666332"",""39116255474725201116938242776380787894386932760243104501094014247828169063490""]"   , 1.0
"[""68553529382068345183582892420839184781828369905058541872190738963134845555492"",""25777483678068537216302564805867161972132517562255796698395298673113246094964""]"  , 1.0
"[""67856043091363573230826787438476899340717171261331542907088468980307686160535"",""105584864693626079457859320531036329426880337452305899680113662052236202390504""]" , 1.0
"[""101000035200953616880452761567806635979587850958431667672433526557328036615568"",""53495956205730282746694729217724329368493486274887420191011592757675411968575""]" , 1.0
"[""79792255824743933242473584104148817428360729889676194064736978155093841181512"",""84111261424138725920819001498152283086592130527818581691512605079488523639157""]"  , 1.0
"[""33676951557383894515546393450532412629166294904696420306881965128761881185587"",""30788846969964727903508443161348771288310100447128945399885440063546741603671""]"  , 1.0
"[""40073700561695212653451049120779209383948898865772011302940523990213422296817"",""46581835831525280126714747999686373127429627947256474439860896007472960168455""]"  , 1.0
"[""37654263301652169455218962004270870247868994865836101066625038864863642356316"",""44269988183361244992510124244246605132457836717209610747424699388443853291206""]"  , 1.0
"[""61963573353880265694358880181512412652951688509792017552668784297365342759317"",""111152780649996205982553203207944259422420032287038821800558281705730727362744""]" , 1.0
"[""70502362111037557690872376093830156080180966461780810463183055982822634657262"",""75269111922284627734537279206896483540956683816637285619383407108550865234871""]"  , 1.0
"[""26344788795933151633161150081578456204082483782223329869729946340061735203256"",""21444210566797845534573954706998363289340016614737227712156077537826720378977""]"  , 1.0
"[""33701066276383305269517075379512794589524111386609901148067785771510122210214"",""41253930337363811719163997438055249029676041183246361954681253799664523046577""]"  , 1.0
"[""30593102304610128263937128634262685426886243180598323141854441703455746504615"",""55880020842281172979099943778642126288142438068922521524402026784744618866066""]"  , 1.0
"[""81548019791840902517287112193384358135389303980460339107425376112037459333655"",""60429181916537414977280644869591198674637927849363751739424668129720113189410""]"  , 1.0
"[""93953210425001630882390558717433145795369934633177193647737909000045852063346"",""21110280704452505817780141811781357467555774028962558839103723407923180154652""]"  , 1.0
"[""30849933191316686435782664908401890804163810081470441695928144220535231269695"",""52007040390240268041235785750806922647862387092936200192192228912357135484566""]"  , 1.0
"[""22662725037098818983291780163969341890772637829907188327093453342843727361849"",""11443330989721920473862823191930334275670329074701762721207194983527350623367""]"  , 1.0
"[""90065654872317357478168797174664988511884146875580504058789440529988030903895"",""34182266477695585337751526708212205859665538917742479380221448291251988419176""]"  , 1.0
"[""63914072914458889842638970903766403536920357369906246562781065555251783549588"",""101167667500323933802644689098772330249433922852837065419578800198450116063379""]" , 1.0
"[""66775297080057755144203168736375317813293393669432260026144087464657416883819"",""115427840790307887004544159185375886372909205208522493371911894364512086940983""]" , 1.0
"[""29147673082672488379210785363772933708927268560268628455136772750618966567866"",""114390207698855502295337997804452899135334850826973431880791685423675297577137""]" , 1.0
"[""95278069082904102093511017285131108314605516483580287787282515962296801394590"",""16341946388882340410429102797262339868517792710107331907329988673141480211659""]"  , 0.48231279676712724
"[""53797790604692016971383976401949445192035967941887024805400642981523546149508"",""20797569556326071171725695167924907329189964260230990984351579937544285478104""]"  , 0.9999999999999998
"[""46670463999878139408953675168693126719229256712905304417939611874295671103788"",""17764827025372319906587243598478284648172902266539825465877313110278221735006""]"  , 1.0
"[""77587680906182806497450061873126722297392583495948543397251590274471719007220"",""99199455287059401531125733462256640756986959852303367543761055364860700893164""]"  , 1.0
"[""100879745202216679122398039878475354560407178839915153079675275485038143535337"",""90477040813264338843853682240570529479394718008662795490650715885470836610886""]" , 1.0
"[""103647286343799483328235479013991532067140270689775216906034822797520550539636"",""97523800943855969103321718097923325150108827710846326289036464882891345967637""]" , 1.0
"[""101818808609211839280189696625465364671196871121547805558841794699042532925755"",""48717170911411954740503197721819014568880956645748132345337545024836140191782""]" , 1.0
"[""22653515078970256460970453608525254528181714058904530842474907032807136512396"",""30736532070052498180898815911490687594337676100048938535444132593370335600858""]"  , 1.0
"[""94077200590834580121684903888828493849419274188464233370308447228776486415631"",""28057983292575993590609470419422063940693725519290348230347335104516601686496""]"  , 1.0
"[""8786940287904724513977978194950750342912209769203559066864086594253433675687"",""46969011700599325117553412042350230287487943883099879862921095375933807901463""]"   , 1.0
"[""56709489856302607994804612528577406578702169373245328015787431157393649048163"",""108669545003326695465075841967697714378644252820383165879509026795359499603178""]" , 0.46069022093323575
"[""39670098516219763859565081669216272149787587590849992425558371919361939205373"",""109491250341571675806293993648463351146069924381619147425735651822167557652590""]" , 0.8483595607372099
"[""114946451737379187471398764622928024165102709991938726277305788896404087043953"",""102525541292779259665413095561656089761830555963614660038838277909692144065623""]", 0.8483595607372099
"[""75850783145092044642076183615335219477894691378255778005603451580892234438896"",""112194042153250191688236851838987454078963951767048897308154665467444087959851""]" , 1.0
"[""107344949022881705756108014074686379092436508555603262043897376780923659634728"",""84368319967241720781930849816884976227397063227339256894190608592030944679882""]" , 0.9999999999999997
"[""8639351629164939557122584051643128332706568955344527798061890362073290822116"",""52951441301432811159425326707947299120527159171027642816782620867149481753852""]"   , 1.0
"[""35790339804819296847957304647818451502664592360859387151092660599670314505354"",""105347724931389549242267033402223821372219516693305660774131142728154257853272""]" , 1.0
"[""77632182548548943408058743838754570518341707371303120097042860006826195320566"",""49539680220677192528493760282576469531734176375589796048152291503656961558982""]"  , 1.0
"[""111960579183182275277335129263502118647315939517621774235808480436684249082541"",""81471775915914761268922301368428467580513242759754670138842167470451092646396""]" , 1.0
"[""77755715290154552044157844701270819437720948176500540030755467558533003011891"",""99666478226674289127496240952770166897456672737686900031478153122509540570648""]"  , 1.0
"[""27082153280192481373981224430963294514604701115542678982400896630877071390100"",""40063682845117119020694209533419073615799980466881233123897229168251894662117""]"  , 1.0
"[""85818433778063135197175050967394332582622233280641986765057558452935303245214"",""94228932271747208568535517501003868016382895401643550815516514318722717088437""]"  , 0.9999999999999997
"[""108500111660927347769397227542773749705172130304304398299077652514297436098471"",""106050909970753222789091560603663415482958437529151125845051097864709179634437""]", 1.0
"[""109302565379710023634677273905301617494214522819347158269834874577700913907776"",""24865161799779909341254778147601812895219316218095973587722288253663392768051""]" , 1.0
"[""50671260306126374183156976173729497544876860528207720918595462181450948482925"",""81363363553794126742315608108138547186586376085173314099369211256143680515210""]"  , 0.9999999999999997
"[""105705376846750912781835688995163209449051382576450458452616959254758149523664"",""54630570395775732229816287264640012467559175852864799932650228572770758632806""]" , 1.0
"[""9925885972436915950200274716369415065522330143107653617495715622949688073921"",""74203785063235069948517888457019218612694127372288035927041860133750432187745""]"   , 1.0
"[""92772662362278961564503892441528169295723683486682937846804974953615046185185"",""106042778569020456846448290057936385726097394899443862594454878965392595546558""]" , 1.0
"[""30985602376677838532639178574758394496056700937390988303458591543660918814445"",""66235783712495942855705593211146955370320204011425740151349992781083975734233""]"  , 0.9999999999999999
"[""66756665355208121187173435412067637283972709030042158572597183729587183646747"",""37208565951076173840726963935377363835539177435397808140800540198374295015777""]"  , 1.0
"[""106530353073198637941820055092255360738889013893098921490190592974749654994460"",""26588435282105708262021785916001605693025673552437534613371539689928401506101""]" , 1.0
"[""42952463913788192015321748338324084992588295859480577734302082428538955732200"",""2057300015248952377951268917718956543143281273397481030643807105635594924036""]"   , 1.0
"[""14110868323369567630997713322573244148263523792989018871479545492243353698458"",""14357534567793147145083191214843255998355598931074737239027803155448024188027""]"  , 0.9999999999999999
"[""98160000658188347153842212580762947138501812626572308003048555251703685102363"",""97113850010131644311249100443426503051320992772363853035605518592142220897766""]"  , 1.0
"[""109075442920119711162962057446293889612153553270328161462122513013512692248180"",""86320012301286226714154351316469083022673853860029374572159994952090471527201""]" , 1.0
"[""32580524105963369096071123672074357892853491647625963250117684611961874572427"",""5739702173480862907567331159163234060221031951579538032272747027987025339767""]"   , 1.0
"[""106465976230266995829066709146247029083299278219130576965199218171086765491272"",""72201069426806694817107201344401689649194662970772372175422603416455957616557""]" , 0.8531965443383309
"[""40747925522798222586094446953176053204344541216516264087951122497302870191577"",""105623340591441636311247982284276284346582779591361836346846691225474170243623""]" , 0.8531965443383309
"[""63955989609279669299894772531754644066954952211322855713974424160103829654584"",""18183286918434869824441675990794243765466010937775706724610101178401955339057""]"  , 0.9750879259965035
"[""94757964743270149228522113189634683652272474785632160948391564775755006004229"",""28182968677646984586471905121935085124011134504832366604024319245856304851171""]"  , 1.0
"[""93308328062728124186692153416180775659470768200522386127022919005411046385976"",""8089489096175758936149169787675564645712733440971972133941339429083996553228""]"   , 1.0
"[""31792613153879666220487875830131749245379765786358102500468275336429766732953"",""105730788400728004218783563970972524422645813420208604822351498590123694460739""]" , 1.0
"[""74819290170704198314409863194356006323896764977044736468569985039254606720978"",""100924557045251784664960436080821780988351248955346431548883861218043367012335""]" , 1.0
"[""72603997191927613625726950078034060323441483789720952419864288861797881921567"",""125152693000582493037023494571251387970337994581069054818167798840382284737""]"    , 1.0
"[""57063299277447829997709829860542917233156445347441326274445448536614212915101"",""35907296015241419600282894687131857893692098272314121134900335399936851123083""]"  , 1.0
"[""86519523855891705470235661348827086848371943654954516794653287557600469512720"",""83746300986686906448671455253417713566967948504794168577479225809098013356107""]"  , 1.0
"[""95893559398504554893285210220719301542525911832232883371482711859568851510937"",""72715585941409650569875901687239081456353273263565671508264306439294385310119""]"  , 1.0
"[""79900226455227987151008224499288701318271944985048791027063459778198416273501"",""40916778272882263595186244639699068237992814403000463969960095989078789205558""]"  , 1.0
"[""1483648307152716997437287387890664138003267778321566662861180230436347751542"",""35987547768760661535605687181948717453059926839028333152725276660882714768480""]"   , 1.0
"[""109414656066680475655690716064565059593505130763165962010992480239044192989235"",""1119034869536962334953768996577877799501226505116232116980312299351511910834""]"  , 1.0
"[""31713688448310535356790311312007396697620191419365499246172600952974240156814"",""44220617490550495765391804455166735518736777973898963810910730028153626314763""]"  , 1.0
"[""92831983567476536563030461632725158875463233180026376845254689653184937958108"",""55562547367742623909207967977006224826329306193789902103394039909929315333228""]"  , 1.0
"[""85482074620533036534544500262123102887586677483457414944613583219357692341886"",""75540265743084646485404012984163939495623400759143077558996959322359248842985""]"  , 1.0
"[""4761710548601112585469999753819169610633978528239880793547160285520318386163"",""78871352893941020610951332976996765880952935769035301175861368233686811620671""]"   , 1.0
"[""76344511049262321949973464266707917621423091686490373997579239729998297895275"",""28444982873558560631558941287976288878955275612390123291615883464295072982707""]"  , 0.9750879259965035
"[""82621243821097255367427859809009118832949716373129748979814849226924914386040"",""29303550906469654415852273789129517006356933038608197795518869038089148839215""]"  , 0.884133589792177
"[""98657110267654922180833595866252506122301418506398451823946069229510470045042"",""46500108870003501372387001197750543557959260907304377904220987603955283597244""]"  , 0.7995386518820025
"[""21360292284241083899535445129359948408264362858995341136008775396960608015643"",""72323047505766643736063934245435623134148137976232089270212832331555931581411""]"  , 0.8975897076913709
"[""49338619954770531816761525521133211622713856597041197680210909764538294126006"",""114683237576970949777145458195360416765735624793936161051804261653530990018440""]" , 0.8904997329767176
"[""107965173802109212270506970508124160998805842633806802221888276406320354707806"",""50239914089802421403672716500419497657838572280262098500041913375192312204752""]" , 0.85314029789042
"[""19417265162808201523789648874586390360859187511220432732521613022479578431850"",""52131203329998207510016525064140580388668921672474814275063839342530145683684""]"  , 0.8072686287415961
"[""35324918324274736602074774233527945609526887790458623063769449848639022396666"",""90598382052135659399948775339561069149240285843507315484336794288024390252648""]"  , 0.7285811750864725
"[""101412479560345988975698125086878565565528099990921668612616138615746857175508"",""112681154927050548369755745980158813537097344040678312023538292283391693216793""]", 0.8646124122159807
"[""112904569046070107954334149472080769315009445155940899941644097924159014316116"",""108462202994803794725849454504557548241162896906061525798210683136350764833874""]", 0.8243968366844243
"[""48487596218780237850211327452833216815276571672573192726248192470537150201654"",""34261786161528041988621089241553806884842935107310561777788616478373913702593""]"  , 0.8243968366844243
"[""68283792174293775430535402015214113701251372409839518501034763677920213819299"",""10690391194840875541563517589463912963575786539307433160985752952931887140267""]"  , 0.7935834617873279
"[""2025390560591088537179226102322757925186229685212995352085496916685074114452"",""34837886800748467964172045830781708468792736352792397463290145408836231862383""]"   , 1.0
"[""48825140812430902098404528620382945035793471220915259967486864813738884055220"",""101443205557953769944584140209356208074985603773882357999963509274129845972413""]" , 0.9208034770131851
"[""38397507750621893057346880033441136112987238933685677349709401910643842844855"",""95949957895141858444199258452803633110472396604599808168788254125381075552218""]"  , 0.9037973942819744
"[""61110221131780024146455604680603124331432024209700031479458348712198877498305"",""60985791378312580703709677518968676541826607237443929833288547454824613611581""]"  , 0.7413416658301731
"[""91546931141525445347845564586214712258578721548462301361601435335879245741527"",""104969573441206287702240849417624955517791989957463789942621898423533396553109""]" , 1.0
"[""7116235510228401591257321609801662381636850186915811395906102800764822227676"",""69233119095705697908558837325923832968754953887917597430925984080048904985420""]"   , 1.0
"[""94547373024010102951905828700448844553086593596995755462901188098139919773916"",""65890492268827274414614947866859506144952787985155870954013666159959056162741""]"  , 1.0
"[""2352920750303513301625082190929911354733304052515399175376106508464441882348"",""96697108261472676745981293167954495575603771826437678598688679975050747335477""]"   , 1.0
"[""16172116803459113417413993185957766686463871760786546735326168242020186969322"",""45318435221612832094784717763123657631651393620997545753198426041889379453599""]"  , 1.0
"[""18613142422999826770305000181378750194642276252526901807989118105733664807547"",""19239818599073080846381798313260561909263567254693310790716636631814342980778""]"  , 1.0
"[""55087079764812396396204543029129506994684538416978385072032315722132324825985"",""13593052586325000446709582137812971752882380552216365768148264280183256663088""]"  , 1.0
"[""27317282775503648192978387873913751340641479160152227273941409173822860614543"",""13249473985353068986811288577249212900998519100291422192608722204359803367339""]"  , 1.0
"[""69711951384659341030856474164978291061453300466418442416351168367874517678892"",""41868683612109792891450678972496899932817107358992742343202035002953705311282""]"  , 1.0
"[""64284753300193161656738631436785153867819025210552262036758897931331151987575"",""41690494021377756676557234430418678018467661140414844385723681656498371796949""]"  , 1.0
"[""16448119535977268666466954672016353027964524796532667238019095644820811079357"",""79911947418991251505122101516925895401434102734381017004906263441354727516103""]"  , 1.0
"[""8448253962991180917306714875745204661943540390832710481173967591204104595213"",""74379877460520436746488109829583247652712080200882572427173022567932629450564""]"   , 1.0
"[""113362005811094937523564973677161712282631205066035576677793865003621126537536"",""31079092944437090141223912416344622018331639971525955170971344094913363122693""]" , 0.9999999999999999
"[""110165577685254807795271344058470515502658571969253783711033116943484326906617"",""88162333715251241465475788503632099606291810859116819089091174342778209988971""]" , 1.0
